NAME,ADDRESS,ADDRESS2,LAT,LNG,Tigerline ID,Tigerline ID side
Centricity Credit Union,"4477 LaVaque Rd, Hermantown, Minnesota, 55811--131","4477 LAVAQUE RD, HERMANTOWN, MN, 55811",-92.21711,46.833984,636520775,L
River Region Credit Union,"3124 W. Edgewood, Jefferson City, Missouri, 65109--686","3124 W EDGEWOOD DR, JEFFERSON CTY, MO, 65109",-92.21332,38.57102,636253838,R
Centric Federal Credit Union,"1091 Thomas Road, West Monroe, Louisiana, 71292--582","1091 THOMAS RD, WEST MONROE, LA, 71292",-92.15782,32.49201,612375621,R
"Neighborhood Housing Services of Duluth, Inc.","12 East 4th St., Duluth, Minnesota, 55805--187","12 E 4TH ST, DULUTH, MN, 55805",-92.10235,46.789783,163214343,R
Northland Foundation,"202 West Superior Street, Suite 610, Duluth, Minnesota, 55802--194","202 W SUPERIOR ST, DULUTH, MN, 55802",-92.10075,46.78495,163214390,L
"Homeland Bancshares, Inc.","7840 Highway 165, Columbia, Louisiana, 71418--025","7840 US HWY 165, COLUMBIA, LA, 71418",-92.09372,32.080914,118939912,L
Homeland Federal Savings Bank,"7840 Highway 165, Columbia, Louisiana, 71418-0250","7840 US HWY 165, COLUMBIA, LA, 71418",-92.09372,32.080914,118939912,L
Caldwell Bank & Trust Co.,"202 Main Street, Columbia, Louisiana, 71418--174","202 MAIN ST, COLUMBIA, LA, 71418",-92.07544,32.105064,118939831,L
Lafayette Schools Credit Union,"515 Guilbeau Rd, Lafayette, Louisiana, 70506--608","515 GUILBEAU RD, LAFAYETTE, LA, 70506",-92.07068,30.198456,85627802,L
The Cottonport Bank,"153 Cottonport Avenue, Cottonport, Louisiana, 71327--976","153 COTTONPORT AVE, COTTONPORT, LA, 71327",-92.054184,30.985619,13150636,R
University of Louisiana Federal Credit Union,"619 McKinley Street  Suite 101, Lafayette, Louisiana, 70503--232","619 MCKINLEY ST, LAFAYETTE, LA, 70503",-92.01625,30.212824,85616309,L
South Central Missouri Credit Union,"901 East Main Street, Willow Springs, Missouri, 65793--940","901 E MAIN ST, WILLOW SPRINGS, MO, 65793",-91.959656,36.987568,623951195,R
United Credit Union,"802 East Breckenridge, Mexico, Missouri, 65265--262","802 E BRECKENRIDGE ST, MEXICO, MO, 65265",-91.875824,39.166702,34293645,L
"Richland State Bancorp, Inc.","724 Louisa Street, Rayville, Louisiana, 71269--264","724 LOUISA ST, RAYVILLE, LA, 71269",-91.75787,32.47377,71202890,L
Richland State Bank,"724 Louisa St., Rayville, Louisiana, 71269--264","724 LOUISA ST, RAYVILLE, LA, 71269",-91.75787,32.47377,71202890,L
Riverways Federal Credit Union,"1012 Forum Drive, Rolla, Missouri, 65401--250","1012 FORUM DR, ROLLA, MO, 65401",-91.75231,37.951817,45098310,R
"Franklin Bancorp, Inc.","802 Prairie St, Winnsboro, Louisiana, 71295--263","802 PRAIRIE ST, WINNSBORO, LA, 71295",-91.71952,32.164356,160873290,R
Franklin State Bank & Trust Company,"802 Prairie St., Winnsboro, Louisiana, 71295--263","802 PRAIRIE ST, WINNSBORO, LA, 71295",-91.71952,32.164356,160873290,R
"Winnsboro Bancshares, Incorporated","3875 Front Street, Winnsboro, Louisiana, 71295","3875 FRONT ST, WINNSBORO, LA, 71295",-91.719315,32.162525,160861650,R
FNBC Bancorp,"636 Ash Flat Drive, Ash Flat, Arkansas, 72513","636 ASH FLAT DR, ASH FLAT, AR, 72513",-91.60746,36.22681,604555672,R
FNBC Bank,"PO Box 8 636 Ash Flat Drive, Ash Flat, Arkansas, 72513","636 ASH FLAT DR, ASH FLAT, AR, 72513",-91.60746,36.22681,604555672,R
Central Louisiana Capital Corporation,"310 Texas Street  P.O. Box 339, Vidalia, Louisiana, 71373--033","310 TEXAS ST, VIDALIA, LA, 71373",-91.426636,31.567616,84866522,L
Citizens Choice Federal Credit Union,"P. O. Box 17879  101 Saint Catherine Street, Natchez, Mississippi, 39122--787","101 SAINT CATHERINE ST, NATCHEZ, MS, 39120",-91.390594,31.5573,612876773,R
United Mississippi Bank,"75 Melrose Montebello Pkwy, Natchez, Mississippi, 39120--474","75 MELROSE-MONTEBELLO PKWY, NATCHEZ, MS, 39120",-91.38331,31.535225,610789339,R
Members 'First' Credit Union,"1201 N. 24th St, Quincy, IL, 62301","1201 N 24TH ST, QUINCY, IL, 62301",-91.377625,39.945477,35063912,L
Bank of Lake Village,"201 Main Street, Lake Village, Arkansas, 71653--190","201 MAIN ST, LAKE VILLAGE, AR, 71653",-91.28251,33.331127,69031926,L
Southeast Arkansas Bank Corporation,"201 Main Street, Lake Village, Arkansas, 71653--190","201 MAIN ST, LAKE VILLAGE, AR, 71653",-91.28251,33.331127,69031926,L
BSJ Bancshares Inc.,"307 Plank Rd., Saint Joseph, Louisiana, 71366--666","307 PLANK RD, SAINT JOSEPH, LA, 71366",-91.234436,31.91914,165040404,L
Cross Keys Bank,"307 Plank Rd., Saint Joseph, Louisiana, 71366--666","307 PLANK RD, SAINT JOSEPH, LA, 71366",-91.234436,31.91914,165040404,L
LES Federal Credit Union,"950 N 22nd Street  Suite C, Baton Rouge, Louisiana, 70802--332","950 N 22ND ST, BATON ROUGE, LA, 70802",-91.166145,30.457127,92203517,R
Pelican State Credit Union,"3232 South Sherwood Forest Blvd, Baton Rouge, Louisiana, 70816--221","3232 S SHERWOOD FOREST BLVD, BATON ROUGE, LA, 70816",-91.05149,30.42377,92200464,R
Bank of Franklin,"9 Main Street E, Meadville, Mississippi, 39653","9 MAIN ST, MEADVILLE, MS, 39653",-90.893456,31.472576,75831870,L
"Franklin Bancshares, Inc.","9 Main Street E, Meadville, Mississippi, 39653","9 MAIN ST, MEADVILLE, MS, 39653",-90.893456,31.472576,75831870,L
1st Financial Federal Credit Union,"1232 Wentzville Parkway, Wentzville, Missouri, 63385--386","1232 WENTZVILLE PKWY, WENTZVILLE, MO, 63385",-90.86608,38.82486,640041742,R
First Nations Community Financial,"206 S. Roosevelt Road, Black River Falls, WI, 54615","206 S ROOSEVELT RD, BLACK RIVER FALLS, WI, 54615",-90.84315,44.29402,50679467,R
Dupaco Community Credit Union,"3999 Pennsylvania Avenue, Dubuque, Iowa, 52002--227","3999 PENNSYLVANIA AVE, DUBUQUE, IA, 52002",-90.738754,42.501358,605005847,R
"Cleveland State Bancorp, Inc.","100 Commerce Ave., Cleveland, Mississippi, 38732","100 COMMERCE AVE, CLEVELAND, MS, 38732",-90.720345,33.74488,855636,R
The Cleveland State Bank,"110 Commerce Ave., Cleveland, Mississippi, 38732","110 COMMERCE AVE, CLEVELAND, MS, 38732",-90.72032,33.745014,855636,R
Planters Bank and Trust Company,"212 Catchings Ave, Indianola, Mississippi, 38751--240","212 CATCHINGS AVE, INDIANOLA, MS, 38751",-90.65063,33.453365,2719591,R
Planters Holding Company,"212 Catchings Avenue, Indianola, Mississippi, 38751-2408","212 CATCHINGS AVE, INDIANOLA, MS, 38751",-90.65063,33.453365,2719591,R
Bridge Investment Community Development Corporation,"100 19th Street Suite 109, Rock Island, Illinois, 61201--802","100 19TH ST, ROCK ISLAND, IL, 61201",-90.57322,41.51161,9207563,R
Mississippi Valley Neighborhood Housing Services,"710 Charlotte Street, Davenport, Iowa, 52803","710 CHARLOTTE AVE, DAVENPORT, IA, 52803",-90.56475,41.525352,122725416,L
Guaranty Bank & Trust,"217 Church Street, Belzoni, Mississippi, 39038--362","217 CHURCH ST, BELZONI, MS, 39038",-90.48763,33.17792,1009929,L
Guaranty Capital Corporation,"217 CHURCH ST, Belzoni, Mississippi, 39038--362","217 CHURCH ST, BELZONI, MS, 39038",-90.48763,33.17792,1009929,L
BankPlus,"202 East Jackson, Belzoni, Mississippi, 39038--352","202 E JACKSON ST, BELZONI, MS, 39038",-90.48745,33.177654,1009931,R
Florida Parishes Bank,"1300 West Morris Avenue, Hammond, Louisiana, 70403--380","1300 W MORRIS AVE, HAMMOND, LA, 70403",-90.47427,30.500107,75752878,L
Alliance Credit Union,"1280 S Highway Dr, Fenton, MO, 63026","1280 S HIGHWAY DR, FENTON, MO, 63026",-90.47152,38.54171,641431131,L
Pike National Bank,"350 Rawls Dr, Mccomb, Mississippi, 39648-0000","350 RAWLS DR, MCCOMB, MS, 39648",-90.4711,31.251154,75856014,R
I.H. Mississippi Valley Credit Union,"2121 47th St, Moline, Illinois, 61265--366","2121 47TH ST, MOLINE, IL, 61265",-90.47013,41.491283,9227785,L
Northwoods Community Credit Union,"1224 4th Ave S, Park Falls, Wisconsin, 54552","1224 4TH AVE N, PARK FALLS, WI, 54552",-90.464386,45.947968,194367163,L
First Unity Federal Credit Union,"122 5th Ave   Suite B, McComb, Mississippi, 39648--415","122 5TH AVE, MCCOMB, MS, 39648",-90.451065,31.241308,75858368,L
Electro Savings Credit Union,"1805 Craigshire Drive, St. Louis, Missouri, 63146--400","1805 CRAIGSHIRE RD, SAINT LOUIS, MO, 63146",-90.448456,38.69255,100186426,L
Ozark Federal Credit Union,"2438 Katy Lane, Poplar Bluff, Missouri, 63901--230","2438 KATY LN, POPLAR BLUFF, MO, 63901",-90.427505,36.788948,47385180,R
TOTAL CHOICE FEDERAL CREDIT UNION,"14963 RIVER RD, HAHNVILLE, Louisiana, 70057","14963 RIVER RD, HAHNVILLE, LA, 70057",-90.40507,29.961597,93636419,L
Arsenal Credit Union,"3780 Vogel Road, Arnold, Missouri, 63010--379","3780 VOGEL RD, ARNOLD, MO, 63010",-90.39265,38.41534,607838878,R
APEX Financial Credit Union,"18 Mullanphy Gardens, Florissant, Missouri, 63031--341","18 MULLANPHY CT, FLORISSANT, MO, 63031",-90.3318,38.80518,100119370,R
CENTURY CREDIT UNION,"1540 LEMAY FERRY, ST LOUIS, Missouri, 63125--240","1540 LEMAY FERRY RD, SAINT LOUIS, MO, 63125",-90.29212,38.528297,100154542,L
International Institute CDC,"3401 Arsenal St., St. Louis, Missouri, 63118--200","3401 ARSENAL ST, SAINT LOUIS, MO, 63118",-90.23777,38.602142,107602152,R
St. Louis Community Credit Union,"3651 Forest Park, St. Louis, Missouri, 63108--338","3651 FOREST PARK AVE, SAINT LOUIS, MO, 63108",-90.23618,38.6336,641121430,R
Great Rivers Community Capital,"1023 N. Grand Blvd., St. Louis, Missouri, 63106--164","1023 N GRAND BLVD, SAINT LOUIS, MO, 63106",-90.22864,38.64356,612324495,L
Jefferson Financial Federal Credit Union,"7701 Airline Dr, Metairie, Louisiana, 70003--622","7701 AIRLINE DR, METAIRIE, LA, 70003",-90.21934,29.978373,93496027,R
Technical Assistance Corporation,"1627 Washington Ave, St Louis, Missouri, 63103-1830","1627 WASHINGTON AVE, SAINT LOUIS, MO, 63103",-90.20278,38.63304,107604536,R
Unite Burlington Credit Union,"1547 South Broadway, St. Louis, Missouri, 63104--380","1547 S BROADWAY, SAINT LOUIS, MO, 63104",-90.19842,38.610134,107606011,R
State Bank & Trust Company,"916 Hwy 82 W, Greenwood, Mississippi, 38930--272","916 HWY 82 W, GREENWOOD, MS, 38930",-90.19382,33.507404,1063072,L
"Gateway Community Development Fund, Inc.","707 N. 2nd Street, St. Louis, MO, 63102","707 N 2ND ST, SAINT LOUIS, MO, 63102",-90.184586,38.630188,107606335,L
Bank of Commerce,"310 Howard Street, Greenwood, Mississippi, 38930--433","310 HOWARD ST, GREENWOOD, MS, 38930",-90.18233,33.519344,1050062,L
"Commerce Bancorp, Inc.","310 Howard Street, Greenwood, Mississippi, 38930--433","310 HOWARD ST, GREENWOOD, MS, 38930",-90.18233,33.519344,1050062,L
The New Orleans Firemens Federal Credit Union,"4401 W Napoleon Ave, Metairie, Louisiana, 70001--240","4401 W NAPOLEON AVE, METAIRIE, LA, 70001",-90.17908,29.993864,93538722,R
Members Exchange Credit Union,"107 Marketridge Drive, Ridgeland, Mississippi, 39157--602","107 MARKETRIDGE DR, RIDGELAND, MS, 39157",-90.178085,32.404095,152490966,L
"Small Business Captial Fund of Mississippi, Inc.","802 North Street, Jackson, Mississippi, 39202","802 NORTH ST, JACKSON, MS, 39202",-90.17728,32.308273,65371169,R
Magnolia Federal Credit Union,"240 Briarwood Drive, Jackson, Mississippi, 39206--302","240 BRIARWOOD DR, JACKSON, MS, 39206",-90.15695,32.38029,611215742,L
BancPlus Corporation,"1068 Highland Colony Parkway, Ridgeland, Mississippi, 39157--880","1068 HIGHLAND COLONY PKWY, RIDGELAND, MS, 39157",-90.14793,32.440956,152502103,R
Fleur-de-Lis Federal Credit Union,"433 Metairie Road, Suite 114, Metairie, Louisiana, 70005--432","433 METAIRIE RD, METAIRIE, LA, 70005",-90.128845,29.984245,93504144,R
"Neighborhood Housing Services of New Orleans, Inc.","4528 Freret Street, New Orleans, Louisiana, 70115--453","4528 FRERET ST, NEW ORLEANS, LA, 70115",-90.10456,29.935133,191711730,L
Tulane-Loyola Federal Credit Union,"1440 Canal St.,   Suite 101, New Orleans, Louisiana, 70112--278","1440 CANAL ST, NEW ORLEANS, LA, 70112",-90.07496,29.957018,191710154,L
"NEWCORP, INC.","2924 St. Bernard Avenue, New Orleans, Louisiana, 70119--000","2924 SAINT BERNARD AVE, NEW ORLEANS, LA, 70119",-90.0738,29.9868,191709011,L
Community Development Capital,"228 St Charles Avenue, New Orleans, Louisiana, 70130-294","228 SAINT CHARLES AVE, NEW ORLEANS, LA, 70130",-90.06973,29.952045,191710848,L
UNO FEDERAL CREDIT UNION,"UNIVERSITY OF NEW ORLEANS  2000 LAKESHORE DR, NEW ORLEANS, Louisiana, 70148--000","2000 LAKESHORE DR, NEW ORLEANS, LA, 70148",-90.06327,30.03066,191703318,R
Tri-State Bank of Memphis,"180 South Main, Memphis, Tennessee, 38103--361","180 S MAIN ST, MEMPHIS, TN, 38103",-90.05474,35.14044,72903364,L
River City Capital Investment Corporation,"119 Court  Suite 100, Memphis, Tennessee, 38103--222","119 COURT AVE, MEMPHIS, TN, 38103",-90.05187,35.14549,72903299,R
Blueprint Investment Fund,"545 Vallette Street, New Orleans, Louisiana, 70114--115","545 VALLETTE ST, NEW ORLEANS, LA, 70114",-90.0491,29.950386,191718738,R
Liberty Bank and Trust Company,"6600 Plaza Drive  Suite 600, New Orleans, Louisiana, 70127--570","6600 PLAZA DR, NEW ORLEANS, LA, 70127",-89.98215,30.034212,191727264,R
Liberty Financial Services,"6600 Plaza Dr.  Suite 600, New Orleans, Louisiana, 70127--570","6600 PLAZA DR, NEW ORLEANS, LA, 70127",-89.98215,30.034212,191727264,R
"United Housing, Inc.","2750 Colony Park Dr., Memphis, Tennessee, 38118--208","2750 COLONY PARK DR, MEMPHIS, TN, 38118",-89.92236,35.07336,72952159,L
"Wisconsin Native Loan Fund, Inc.","P.O. Box 580  705 Peace Pipe Road, Lac du Flambeau, Wisconsin, 54538--058","705 PEACE PIPE RD, LAC DU FLAMBEAU, WI, 54538",-89.89346,45.969822,165546300,L
Peoples Bank,"160 East Maud Avenue, Mendenhall, Mississippi, 39114--357","160 W MAUD AVE, MENDENHALL, MS, 39114",-89.87058,31.961918,612723015,L
Citizens Bank,"814 Main St, Columbia, Mississippi, 39429--274","814 MAIN ST, COLUMBIA, MS, 39429",-89.83528,31.253447,203474221,R
Orion Federal Credit Union,"7845 Hwy 64, Memphis, Tennessee, 38133--400","7845 US HWY 64, MEMPHIS, TN, 38133",-89.801506,35.204697,607403524,R
"Bancorp of Winona, Inc.","312 N. Applegate St., Winona, MS, 38967","312 N APPLEGATE ST, WINONA, MS, 38967",-89.736,33.489204,608023242,R
Bank of Winona,"312 N. Applegate, Winona, Mississippi, 38967--212","312 N APPLEGATE ST, WINONA, MS, 38967",-89.736,33.489204,608023242,R
Priority One Bank,"300 Main Avenue North  P. O. Box 516, Magee, Mississippi, 39111--353","300 MAIN AVE N, MAGEE, MS, 39111",-89.73238,31.875391,531855,L
PriorityOne Capital Corporation,"300 Main Avenue North, Magee, Mississippi, 39111-3538","300 MAIN AVE N, MAGEE, MS, 39111",-89.73238,31.875391,531855,L
First National Bank of Picayune,"121 East Canal Street, Picayune, Mississippi, 39466-4505","121 E CANAL ST, PICAYUNE, MS, 39466",-89.679634,30.525747,111471846,R
First National Corporation of Picayune,"121 East Canal Street, Picayune, Mississippi, 39466-4505","121 E CANAL ST, PICAYUNE, MS, 39466",-89.679634,30.525747,111471846,R
Cape Regional Credit Union,"2427 Cape Centre Dr., Cape Girardeau, Missouri, 63703--577","2427 CAPE CENTRE DR, CPE GIRARDEAU, MO, 63703",-89.55374,37.300415,35189213,R
FNB Oxford Bank,"101 Courthouse Sq, Oxford, Mississippi, 38655--409","101 COURTHOUSE SQ, OXFORD, MS, 38655",-89.518715,34.36642,76975157,R
Lafayette Bancorp Inc,"1500 University Avenue, Oxford, Mississippi, 38655-4034","1500 UNIVERSITY AVE, OXFORD, MS, 38655",-89.51676,34.36371,76962889,L
Oxford University Bank,"1500 University Avenue, Oxford, Mississippi, 38655-4034","1500 UNIVERSITY AVE, OXFORD, MS, 38655",-89.51676,34.36371,76962889,L
"Habitat for Humanity of Dane County, Inc","1014 Fiedler Lane  #29, Madison, Wisconsin, 53713--246","1014 FIEDLER LN, MADISON, WI, 53713",-89.40004,43.037216,49530470,L
"Forward Community Investments, Inc.","2045 Atwood Avenue  Suite 101A, Madison, Wisconsin, 53704--660","2045 ATWOOD AVE, MADISON, WI, 53704",-89.353676,43.092342,49473095,R
"WBD Advantage Fund, LLC","4618 S Biltmore Ln, Madison, Wisconsin, 53718-2104","4618 S BILTMORE LN, MADISON, WI, 53718",-89.292885,43.146427,49543375,R
MAGNOLIA STATE CORPORATION,"P O BOX 508  28 Highway 528, BAY SPRINGS, Mississippi, 39422--905","28 STATE HWY 528, BAY SPRINGS, MS, 39422",-89.28532,31.977024,147703,R
"Independent Southern Bancshares, Inc.","111 South Washington Avenue, Brownsville, Tennessee, 38012","111 S WASHINGTON AVE, BROWNSVILLE, TN, 38012",-89.26221,35.592678,619820922,L
INSOUTH Bank,"111 South Washington Avenue, Brownsville, Tennessee, 38012","111 S WASHINGTON AVE, BROWNSVILLE, TN, 38012",-89.26221,35.592678,619820922,L
"Southern Illinois Coal Belt Champion Community, Inc.","302 East Poplar Street, Du Quoin, Illinois, 62832--046","302 E POPLAR ST, DU QUOIN, IL, 62832",-89.23593,38.010117,93116225,L
CoVantage Credit Union,"PO Box 107  723 6th Avenue, Antigo, Wisconsin, 54409--010","723 6TH AVE, ANTIGO, WI, 54409",-89.15283,45.13909,196401795,L
Central Sunbelt FCU,"1506 Congress St, Laurel, Mississippi, 39440","1506 CONGRESS ST, LAUREL, MS, 39440",-89.14559,31.687859,412329,L
Gulf Coast Community FCU,"12364 Highway 49, Gulfport, Mississippi, 39503--274","12364 OLD HWY 49, GULFPORT, MS, 39503",-89.10406,30.466793,111412141,R
Renaissance Community Loan Fund,"11975  Seaway Road, Suite A140, Gulfport, Mississippi, 39503--601","11975 SEAWAY RD, GULFPORT, MS, 39503",-89.03511,30.434574,111396245,L
BNA Bank,"133 East Bankhead Street, New Albany, Mississippi, 38652--393","133 E BANKHEAD ST, NEW ALBANY, MS, 38652",-89.007095,34.493065,76596879,R
"Merchants & Planters Bancshares, Inc.","411 West Market Street, P.O. Box 280, Bolivar, Tennessee, 38008--260","411 W MARKET ST, BOLIVAR, TN, 38008",-88.9919,35.25626,21103704,L
"Bancorp Of Okolona, INc","227 W Main Street, Okolona, MS, 38860","227 W MAIN ST, OKOLONA, MS, 38860",-88.747734,34.004253,76929364,L
Bank of Okolona,"227 West Main Street  PO Box 306, Okolona, Mississippi, 38860--030","227 W MAIN ST, OKOLONA, MS, 38860",-88.74772,34.00425,76929364,L
Farmers & Merchants Bank,"111 West Clayton St, Baldwyn, Mississippi, 38824--180","111 W CLAYTON ST, BALDWYN, MS, 38824",-88.63346,34.510048,91016306,L
"NiiJii Capital Partners, Inc.","N559 Library Road  P.O. Box 790, Keshena, Wisconsin, 54135--999","N559 LIBRARY RD, KESHENA, WI, 54135",-88.62442,44.87293,196450928,L
"Merchants & Marine Bancorp, Inc.","3118 Pascagoula Street, Pascagoula, Mississippi, 39567--421","3118 PASCAGOULA ST, PASCAGOULA, MS, 39567",-88.55636,30.365088,89252227,R
Merchants & Marine Bank,"3118 Pascagoula Street, Pascagoula, Mississippi, 39567--421","3118 PASCAGOULA ST, PASCAGOULA, MS, 39567",-88.55636,30.365088,89252227,R
Amory Federal Savings and Loan Association,"213 2nd Avenue North, Amory, Mississippi, 38821--341","213 2ND AVE N, AMORY, MS, 38821",-88.48986,33.9865,120067138,L
Keweenaw Bay Ojibwa Housing and Community Development Corp.,"1 N. Front Street, L'Anse, Michigan, 49946--101","1 N FRONT ST, LANSE, MI, 49946",-88.4555,46.75846,184178644,R
BankFirst Capital Corporation,"900 Main Street  P.O. Box 1248, Columbus, Mississippi, 39703--124","900 MAIN ST, COLUMBUS, MS, 39701",-88.42485,33.495617,740322,R
Bank of York,"301 North Broad Street  P.O. Box 96, York, Alabama, 36925--223","301 BROAD ST, YORK, AL, 36925",-88.296104,32.48261,639034603,L
"First American Bancshares, Inc.","1251 First American Drive, Iuka, Mississippi, 38852","1251 FIRST AMERICAN DR, IUKA, MS, 38852",-88.20451,34.80363,607724310,L
First American National Bank,"1251 1st American Dr, Iuka, Mississippi, 38852--103","1251 FIRST AMERICAN DR, IUKA, MS, 38852",-88.20451,34.80363,607724310,L
Community Plus Federal Credit Union,"526 E Champaign Ave, Rantoul, IL, 61866","526 E CHAMPAIGN AVE, RANTOUL, IL, 61866",-88.151825,40.308205,8806775,R
First American Capital Corporation,"10809 West Lincoln Ave.  Suite #102, West Allis, Wisconsin, 53227--112","10809 W LINCOLN AVE, WEST ALLIS, WI, 53227",-88.04712,43.002575,77745288,L
Hmong Wisconsin Chamber of Commerce,"6815 W. Capitol Dr.  Suite 204, Milwaukee, Wisconsin, 53216--205","6815 W CAPITOL DR, MILWAUKEE, WI, 53216",-87.99731,43.08994,77730578,L
Northwest Side Community Development Corporation,"4201 North 27th Street, 7th Floor  Century City Tower, Milwaukee, Wisconsin, 53216--182","4201 N 27TH ST, MILWAUKEE, WI, 53216",-87.94694,43.093002,77737724,L
Columbia Savings and Loan,"2020 W Fond Du Lac Ave, Milwaukee, Wisconsin, 53205","2020 W FOND DU LAC AVE, MILWAUKEE, WI, 53205",-87.93793,43.05982,77738525,R
Legacy Redevelopment Corporation,"1200 W. North Ave., Milwaukee, Wisconsin, 53205-1244","1200 W NORTH AVE, MILWAUKEE, WI, 53205",-87.92697,43.06039,77739354,R
Mitchell bank holding corporation,"1039 W Historic Mitchell Street, Milwaukee, Wisconsin, 53204--330","1039 W HISTORIC MITCHELL ST, MILWAUKEE, WI, 53204",-87.9247,43.012287,77742279,L
Mitchell Bank,"1039 West Historic Mitchell Street, Milwaukee, Wisconsin, 53204--330","1039 W HISTORIC MITCHELL ST, MILWAUKEE, WI, 53204",-87.92469,43.012287,77742279,L
Brewery Credit Union,"1351 N.DR.MARTIN LUTHER KING, JR.DR., MILWAUKEE, Wisconsin, 53212--409","1351 N DR MARTIN LUTHER KING DR, MILWAUKEE, WI, 53212",-87.91438,43.04778,77741632,L
Ways to Work,"648 N. Plankinton Ave. Suite 425, Milwaukee, Wisconsin, 53203","648 N PLANKINTON AVE, MILWAUKEE, WI, 53203",-87.91122,43.038036,77741938,R
Wisconsin Womens Business Initiative Corporation,"1533 N RiverCenter Drive, Milwaukee, Wisconsin, 53212--391","1533 N RIVERCENTER DR, MILWAUKEE, WI, 53212",-87.910614,43.049534,636677250,R
Milwaukee Economic Development Corporation,"757 North Broadway, Suite 600, Milwaukee, Wisconsin, 53202--361","757 N BROADWAY ST, MILWAUKEE, WI, 53202",-87.90799,43.040146,77744592,L
"IBC Bancorp, Inc.","1860 N. Mannheim Rd, Stone Park, Illinois, 60165--102","1860 MANNHEIM RD, STONE PARK, IL, 60165",-87.88378,41.90629,605262949,L
International Bank of Chicago,"1860 N. Mannheim Rd., Stone  Park, Illinois, 60165--102","1860 MANNHEIM RD, STONE PARK, IL, 60165",-87.88378,41.90629,605262949,L
Pan American Bank & Trust,"1440 W North Ave, Melrose Park, Illinois, 60160--142","1440 W NORTH AVE, MELROSE PARK, IL, 60160",-87.85167,41.90813,112376192,L
CTA C&M Federal Credit Union No 16473,"1101 LAKE ST  SUITE 304, OAK PARK, Illinois, 60301--104","1101 LAKE ST, OAK PARK, IL, 60301",-87.80282,41.888634,112202634,R
ABC Bank,"6400 West North Ave, Chicago, Illinois, 60707","6400 W NORTH AVE, CHICAGO, IL, 60707",-87.78509,41.909153,112226233,R
Greater Chicago Financial Corp,"5645 West Lake Street, Chicago, Illinois, 60644--195","5645 W LAKE ST, CHICAGO, IL, 60644",-87.76685,41.88778,111754187,L
UNIFIED HOMEOWNERS OF ILLINOIS FCU,"4464 N. MILWAUKEE AVE., CHICAGO, Illinois, 60630--374","4464 N MILWAUKEE AVE, CHICAGO, IL, 60630",-87.75498,41.961212,111755107,L
"Neighborhood Lending Services, Inc.","1279 N. Milwaukee Ave.  4th Floor, Chicago, Illinois, 60622--226","1279 N MILWAUKEE AVE, CHICAGO, IL, 60622",-87.66958,41.905354,111764851,R
"TRP Lending, LLC","1818 S. Paulina St., Chicago, Illinois, 60608","1818 S PAULINA ST, CHICAGO, IL, 60608",-87.66865,41.857243,605098866,R
ACCION Chicago,"1436 W. Randolph St.  Suite 300, Chicago, Illinois, 60607--141","1436 W RANDOLPH ST, CHICAGO, IL, 60607",-87.66365,41.88436,642124299,R
First Eagle Bancshares,"1201 W Madison St, Chicago, Illinois, 60607--190","1201 MADISON ST, CHICAGO, IL, 60607",-87.65783,41.88156,604953318,R
First Eagle Bank,"1201 W Madison St, Chicago, Illinois, 60607--190","1201 MADISON ST, CHICAGO, IL, 60607",-87.65783,41.88156,604953318,R
North Side Community Federal Credit Union,"1011 W. Lawrence, Chicago, Illinois, 60640-5017","1011 W LAWRENCE AVE, CHICAGO, IL, 60640",-87.65535,41.969078,605185736,L
Pulaski Savings Bank,"3156 S Morgan St, Chicago, Illinois, 60608","3156 S MORGAN ST, CHICAGO, IL, 60608",-87.65111,41.836346,111828202,R
Cinnaire Lending Corporation,"225 West Washington Street  Suite 1350, Chicago, Illinois, 60606--241","225 W WASHINGTON ST, CHICAGO, IL, 60606",-87.634285,41.883205,111768720,L
"RFLF 2, LLC","222 West Adams, #1980, Chicago, Illinois, 60606","222 W ADAMS ST, CHICAGO, IL, 60606",-87.634155,41.879387,111769517,R
National Community Investment Fund,"135 S LaSalle St, Chicago, Illinois, 60603--429","135 S LA SALLE ST, CHICAGO, IL, 60604",-87.63232,41.880436,111769554,L
Pacific Global Bank,"2323 S Wentworth Ave, Chicago, Illinois, 60616--201","2323 S WENTWORTH AVE, CHICAGO, IL, 60616",-87.63196,41.85045,605592766,L
"PGB Holdings, Inc","2323 S Wentworth Ave, Chicago, IL, Illinois, 60616-2103","2323 S WENTWORTH AVE, CHICAGO, IL, 60616",-87.63196,41.85045,605592766,L
South Side Community Federal Credit Union,"5401 S. Wentworth Avenue, Chicago, Illinois, 60609--630","5401 S WENTWORTH AVE, CHICAGO, IL, 60621",-87.630554,41.79656,111830215,L
Chicago Community Loan Fund,"29 East Madison Street, Suite 1700, Chicago, Illinois, 60602--441","29 E MADISON ST, CHICAGO, IL, 60602",-87.626785,41.88207,639806972,R
IFF,"333 South Wabash Avenue, Chicago, Illinois, 60604-4107","333 S WABASH AVE, CHICAGO, IL, 60605",-87.62607,41.877796,111769642,L
Urban Partnership Bank,"55 E. Jackson Blvd., Chicago, IL, 60604","55 E JACKSON BLVD, CHICAGO, IL, 60604",-87.62582,41.878246,605109838,R
